courseSection,courseName,instructor,units,days,startTimes,endTimes,location
COEN 174L,Software Engineering Laboratory,Shiva Jahangiri,1,M,2:15 PM,5:00 PM,Rm 111 Heafey Hall
COEN 174L,Software Engineering Laboratory,Shiva Jahangiri,1,T,2:15 PM,5:00 PM,Rm 111 Heafey Hall
COEN 177,Operating Systems,Salem Al Agtash,4,M W F,8:00 AM,9:05 AM,Rm 129 Heafey Hall
COEN 177,Operating Systems,Salem Al Agtash,4,M W F,9:15 AM,10:20 AM,Rm 129 Heafey Hall
COEN 177L,Operating Systems Laboratory,Salem Al Agtash,1,W,5:15 PM,8:00 PM,Rm 111 Heafey Hall
COEN 177L,Operating Systems Laboratory,Salem Al Agtash,1,Th,2:15 PM,5:00 PM,Rm 111 Heafey Hall
COEN 177L,Operating Systems Laboratory,Salem Al Agtash,1,Th,5:15 PM,8:00 PM,Rm 111 Heafey Hall
COEN 177L,Operating Systems Laboratory,Salem Al Agtash,1,F,2:15 PM,5:00 PM,Rm 111 Heafey Hall
COEN 194,Design Project I,,2,F,3:30 PM,4:35 PM,
ELEN 21,Introduction to Logic Design,,4,T Th,8:30 AM,10:10 AM,Rm 122 Heafey Hall
ELEN 21,Introduction to Logic Design,Dat Tran,4,M W F,10:30 AM,11:35 AM,Rm 125 Heafey Hall
ELEN 21,Introduction to Logic Design,,4,T Th,10:20 AM,12:00 PM,Rm 122 Heafey Hall
ELEN 21,Introduction to Logic Design,Maria Kyrarini,4,T Th,12:10 PM,1:50 PM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,M,2:15 PM,5:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,T,2:15 PM,5:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,T,5:15 PM,8:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,W,2:15 PM,5:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,W,5:15 PM,8:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,Th,2:15 PM,5:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 21L,Logic Design Lab,Hoeseok Yang,1,F,2:15 PM,5:00 PM,RM 4001 Sobrato Campus for Discovery and Innovation (STEM)
DANC 43,Ballet I,Karyn Connell,2,M W F,1:00 PM,2:05 PM,Rm 124 Music And Dance - Studio A
DANC 45,Ballet III,Karyn Connell,4,T Th,2:00 PM,3:40 PM,Rm 124 Music And Dance - Studio A
DANC 46,Modern/Contemporary Dance I,David Popalisky,2,T Th,3:50 PM,5:30 PM,Rm 124 Music And Dance - Studio A
DANC 49,Dance Composition,Kristin Kusanovich,4,T Th,12:10 PM,1:50 PM,Rm 124 Music And Dance - Studio A
DANC 143,Choreography,David Popalisky,5,T Th,2:00 PM,3:40 PM,Rm 125 Music And Dance - Studio B
DANC 147,Modern/Contemporary Dance V,Kristin Kusanovich,5,M W,3:30 PM,5:10 PM,Rm 124 Music And Dance - Studio A
AMTH 106,Differential Equations,Magda Metwally,4,M W F,11:45 AM,12:50 PM,Rm 214 Kenna Hall
AMTH 108,Probability and Statistics,Robert Kleinhenz,4,M W F,10:30 AM,11:35 AM,Rm 212 Kenna Hall
AMTH 108,Probability and Statistics,Robert Kleinhenz,4,M W F,1:00 PM,2:05 PM,Rm 129 Vari Hall
AMTH 118,Numerical Methods,Francisco Villarroya Alvarez,4,M W F,11:45 AM,12:50 PM,Rm 212 Kenna Hall
AMTH 118,Numerical Methods,Francisco Villarroya Alvarez,4,M W F,1:00 PM,2:05 PM,Rm 212 Kenna Hall
LEAD 101,Advanced LEAD Seminar,,2,T,2:00 PM,3:40 PM,
LEAD 101,Advanced LEAD Seminar,,2,Th,10:20 AM,12:00 PM,Rm 107 O'Connor Hall
COMM 131D,Short Documentary Production,Michele Sieglitz,5,Th,3:50 PM,5:20 PM,
COMM 131D,Short Documentary Production,Michele Sieglitz,5,W,3:50 PM,5:20 PM,
COMM 131D,Short Documentary Production,Michele Sieglitz,5,T,3:50 PM,5:20 PM,
COMM 131D,Short Documentary Production,Nicole Opper,5,T Th,2:00 PM,3:40 PM,Rm 109 Vari Hall
BIOE 21,Introduction to Physiology,,4,M W F,10:30 AM,11:35 AM,Rm 128 Vari Hall
COMM 134,Cinematography,Michele Sieglitz,5,W,10:30 AM,12:30 PM,Rm 109 Vari Hall
COMM 134,Cinematography,Michael Whalen,5,T Th,8:30 AM,10:10 AM,Rm 109 Vari Hall
BIOE 1,First-Year Seminars in BioEngineering,,1,Th,2:15 PM,3:15 PM,
BIOE 21,Introduction to Physiology,,4,M W F,11:45 AM,12:50 PM,
CSCI 10,Introduction to Computer Science,,5,W,4:45 PM,6:25 PM,
CSCI 10,Introduction to Computer Science,,5,T,2:00 PM,3:40 PM,
CSCI 10,Introduction to Computer Science,,5,M,4:45 PM,6:25 PM,
CSCI 10,Introduction to Computer Science,,5,M W F,11:45 AM,12:50 PM,Rm 218 Kenna Hall
CSCI 10,Introduction to Computer Science,Shiva Houshmand Yazdi,5,M W F,10:30 AM,11:35 AM,Rm 104 O'Connor Hall
MILS 176,US Military History,Sean Chang,3,T Th,10:20 AM,12:00 PM,Rm 231 Aloysius Varsi Hall
BIOE 120,Experimental Methods in BioEngineering,Maryam Mobed-Miremadi,4,M W F,10:30 AM,11:35 AM,Rm 201 Heafey Hall
CSCI 60,Introduction to C++ and Object-Oriented Programming,,5,,,,
CSCI 60,Introduction to C++ and Object-Oriented Programming,,5,T,3:50 PM,5:30 PM,Rm 103 O'Connor Hall
CSCI 60,Introduction to C++ and Object-Oriented Programming,,5,Th,3:50 PM,5:30 PM,Rm 201 O'Connor Hall
CSCI 60,Introduction to C++ and Object-Oriented Programming,Nicholas Tran,5,M W F,1:00 PM,2:05 PM,Rm 104 O'Connor Hall
BIOE 153,Biomaterials Science,Prashanth Asuri,4,T Th,8:30 AM,10:10 AM,Rm 109 O'Connor Hall
BIOE 155,Biological Transport Phenomena,Unyoung Kim,4,M W F,11:45 AM,12:50 PM,Rm 103 O'Connor Hall
MILS 199,Independent Study,,3,T Th,2:00 PM,3:40 PM,Rm 231 Aloysius Varsi Hall
CSCI 163,Theory of Algorithms,Nicholas Tran,5,M W F,2:15 PM,3:20 PM,
CSCI 163,Theory of Algorithms,Byron Walden,5,M W F,10:30 AM,11:35 AM,
CSCI 61,Data Structures,,4,M W F,8:00 AM,9:05 AM,
ECON 113,Intermediate Microeconomics I,,5,,,,
DANC 29,Rehearsal and Performance (Choreographers' Gallery),,2,,,,
DANC 29,Rehearsal and Performance (Images),,2,,,,
ECON 114,Intermediate Microeconomics II,James Airola,5,M W F,1:00 PM,2:05 PM,Rm 210 Lucas Hall
DANC 38,Movement for Athletes,Leandro Damasco,2,T Th,8:30 AM,10:10 AM,Rm 124 Music And Dance - Studio A
ECON 114,Intermediate Microeconomics II,James Airola,5,M W F,2:15 PM,3:20 PM,Rm 210 Lucas Hall
DANC 56,Pilates Private Instruction,Karyn Connell,1,,,,Rm 122 Music And Dance - Recital Hall
DANC 58,Pilates Mat Class,Karyn Connell,2,M W F,10:30 AM,11:35 AM,Rm 125 Music And Dance - Studio B
ECON 115,Intermediate Macroeconomics,Orkhan Hasanaliyev,5,M W F,9:15 AM,10:20 AM,Rm 307 Lucas Hall
DANC 61,Anima Collective Devised Performance and tUrn,Kristin Kusanovich,2,M W F,4:45 PM,5:50 PM,Rm 224 Mayer Theatre - Fess Parker Theatre
ECON 115,Intermediate Macroeconomics,Orkhan Hasanaliyev,5,M W F,10:30 AM,11:35 AM,Rm 307 Lucas Hall
GERM 1,Elementary German I,Josef Hellebrandt,4,M W F,10:30 AM,11:35 AM,Rm 231 Aloysius Varsi Hall
DANC 161,Anima Collective Devised Performance and tUrn,Kristin Kusanovich,2,M W F,4:45 PM,5:50 PM,Rm 224 Mayer Theatre - Fess Parker Theatre
DANC 129,Rehearsal and Performance (Choreographers' Gallery),,2,,,,
DANC 129,Rehearsal and Performance (Images),,2,,,,
ECON 181,International Trade,Adina Ardelean,5,M W,3:30 PM,5:15 PM,Rm 133 Vari Hall
DANC 138,Movement for Athletes,Leandro Damasco,2,T Th,8:30 AM,10:10 AM,Rm 124 Music And Dance - Studio A
DANC 156,Pilates Private Instruction,Karyn Connell,1,,,,Rm 122 Music And Dance - Recital Hall
DANC 158,Pilates Mat Class,Karyn Connell,2,M W F,10:30 AM,11:35 AM,Rm 125 Music And Dance - Studio B
GERM 1,Elementary German I,,4,M W F,9:15 AM,10:20 AM,Rm 306 Kenna Hall
COEN 179,Theory of Algorithms,Nicholas Tran,5,M W F,2:15 PM,3:20 PM,
COEN 179,Theory of Algorithms,,5,M W F,10:30 AM,11:35 AM,
ITAL 1,Introduction to Italian Language and Culture I,Irene Bubula-Phillips,4,M W F,10:30 AM,11:35 AM,Rm 210 Edward M. Dowd Art & Art History
ITAL 1,Introduction to Italian Language and Culture I,Maria Bertola,4,M W F,11:45 AM,12:50 PM,Rm 102 O'Connor Hall
ENGL 62,Introduction to Literature and Religion,,4,,,,
WGST 149,Feminist Theologies,Pearl Barros,5,T Th,2:00 PM,3:40 PM,Rm 207 Daly Science 200
ITAL 1,Introduction to Italian Language and Culture I,Irene Bubula-Phillips,4,M W F,1:00 PM,2:05 PM,Rm 216 Kenna Hall
PHSC 100,Epidemiology L and L,,5,Th,2:15 PM,5:00 PM,
PHSC 100,Epidemiology L and L,,5,T,2:15 PM,5:00 PM,Rm 256 Alumni Science Hall
PHSC 100,Epidemiology L and L,,5,T Th,8:30 AM,10:10 AM,Rm 256 Alumni Science Hall
CENG 192C,Professional Development Seminar,,1,F,2:15 PM,5:00 PM,Rm 129 Heafey Hall
ITAL 1,Introduction to Italian Language and Culture I,Maria Bertola,4,M W F,2:15 PM,3:20 PM,Rm 109 Kenna Hall
CENG 192B,Elements of CENG Practice,Tonya Nilsson,2,M,2:15 PM,5:00 PM,Rm 129 Heafey Hall
ENGL 122,Film,,5,M W,5:25 PM,7:10 PM,
ENGL 129,Black Theater,,5,M W F,10:30 AM,11:35 AM,Rm 231 Mayer Theatre
CENG 187,Heavy Construction,Hisham Said,3,T Th,8:30 AM,10:10 AM,
ELEN 50,Electric Circuits I,,4,M W F,9:15 AM,10:20 AM,Rm 125 Heafey Hall
WGST 165,Topics in American Literature,,5,M W F,10:30 AM,11:35 AM,
ENGL 139G,Topics in American Literature,Danielle Morgan,5,M W F,10:30 AM,11:35 AM,
ELEN 50,Electric Circuits I,Anoosheh Heidarzadeh,4,T Th,8:30 AM,10:10 AM,Rm 125 Heafey Hall
ITAL 11A,Cultures and Ideas I (Italy,Evelyn Ferraro,4,T Th,10:20 AM,12:00 PM,Rm 109 Kenna Hall
CENG 161,Sustainable Water Resources,Edwin Maurer,3,M W F,1:00 PM,2:05 PM,Rm 101 Alameda hall
ELEN 50,Electric Circuits I,Dat Tran,4,T Th,10:20 AM,12:00 PM,Rm 125 Heafey Hall
CENG 149,Civil Systems Engineering,Rong He,4,M W F,10:30 AM,11:35 AM,Rm 302 Alumni Science Hall
ETHN 136,Black Theater,,5,M W F,10:30 AM,11:35 AM,Rm 231 Mayer Theatre
THTR 161,Black Theater,Allia Griffin,5,M W F,10:30 AM,11:35 AM,Rm 231 Mayer Theatre
ELEN 50L,Electric Circuits I Lab,,1,M,2:15 PM,5:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 50L,Electric Circuits I Lab,,1,T,2:15 PM,5:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
CENG 148,Structural Systems,Reynaud Serrette,4,M W F,9:15 AM,10:20 AM,RM 3115 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 50L,Electric Circuits I Lab,,1,W,2:15 PM,5:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 50L,Electric Circuits I Lab,,1,Th,2:15 PM,5:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
THTR 172,Literature & Performance,Brian Thorstenson,5,T Th,12:10 PM,1:50 PM,Rm 226 Mayer Theatre - Rehearsal Hall 2
CENG 148L,Structural Systems Laboratory,Reynaud Serrette,1,W,2:15 PM,5:00 PM,
ELEN 50L,Electric Circuits I Lab,,1,F,2:15 PM,5:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
ENGL 163,Literature and Performance,Brian Thorstenson,5,T Th,12:10 PM,1:50 PM,Rm 226 Mayer Theatre - Rehearsal Hall 2
ELEN 50L,Electric Circuits I Lab,,1,T,5:15 PM,8:00 PM,RM 4002 Sobrato Campus for Discovery and Innovation (STEM)
ITAL 21,Work-Life Balance in Italy,Irene Bubula-Phillips,4,M W F,9:15 AM,10:20 AM,
ECON 182,International Finance and Open Economy Macroeconomics,Rita Madarassy,5,M W F,9:15 AM,10:20 AM,
CENG 145,Transportation Engineering Design,Rong He,4,M W F,1:00 PM,2:05 PM,RM 3115 Sobrato Campus for Discovery and Innovation (STEM)
ENGL 167,Dramaturgy,Karina Gutierrez,5,T Th,12:10 PM,1:50 PM,Rm 301 Mayer Theatre - Library
ELEN 104,Electromagnetics I,Kurt Schab,4,T Th,10:20 AM,12:00 PM,Rm 164 Graham Hall
ECON 111,Economics of the Environment,Damian Park,5,M W F,2:15 PM,3:20 PM,Rm 307 Lucas Hall
THTR 185,Dramaturgy,Karina Gutierrez,5,T Th,12:10 PM,1:50 PM,Rm 301 Mayer Theatre - Library
ITAL 106,Adv Italian Conversation,Evelyn Ferraro,5,T Th,12:10 PM,1:50 PM,Rm 109 Kenna Hall
ELEN 104L,Electromagnetics I Lab,Kurt Schab,1,Th,2:15 PM,5:00 PM,RM 4006 Sobrato Campus for Discovery and Innovation (STEM)
CENG 133,Timber Design,,4,,,,
ELEN 104L,Electromagnetics I Lab,Kurt Schab,1,F,2:15 PM,5:00 PM,RM 4006 Sobrato Campus for Discovery and Innovation (STEM)
ENGL 179W,Playwriting,Brian Thorstenson,5,T Th,3:50 PM,5:30 PM,Rm 231 Mayer Theatre
THTR 170,Playwriting,Brian Thorstenson,5,T Th,3:50 PM,5:30 PM,Rm 231 Mayer Theatre
ELEN 120,Microprocessor System Design,Andrew Wolfe,4,T Th,8:30 AM,10:10 AM,Rm 214 Bergin Hall
CENG 134,Structural Steel Design I,Reynaud Serrette,4,M W F,8:00 AM,9:05 AM,Rm 214 Bergin Hall
ELEN 120L,Microprocessor Syst Design Lab,Andrew Wolfe,1,T,2:15 PM,5:00 PM,RM 4006 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 120L,Microprocessor Syst Design Lab,Andrew Wolfe,1,W,2:15 PM,5:00 PM,RM 4006 Sobrato Campus for Discovery and Innovation (STEM)
CENG 144,Water and Wastewater Treatment,Aria Amirbahman,3,M W F,11:45 AM,12:50 PM,Rm 129 Heafey Hall
ELEN 127,Advanced Logic Design,Andrew Wolfe,4,M W F,10:30 AM,11:35 AM,Rm 204 O'Connor Hall
ELEN 127L,Advanced Logic Design Lab,Andrew Wolfe,1,T,2:15 PM,5:00 PM,RM 4003 Sobrato Campus for Discovery and Innovation (STEM)
CENG 144L,Water and Wastewater Treatment Lab,Aria Amirbahman,1,T,2:15 PM,5:00 PM,
ELEN 130,Control Systems,Maryam Khanbaghi,4,M W,5:10 PM,7:00 PM,
CENG 118,Introduction to Construction Management,,3,Th,5:10 PM,7:00 PM,Rm 214 Bergin Hall
JAPN 1,Japanese Language and Culture I,Tomoko Takeda,4,M W F,9:15 AM,10:20 AM,Rm 019 Sobrato Residence
ELEN 130L,Control Systems Lab,Maryam Khanbaghi,1,Th,2:15 PM,5:00 PM,RM 4003 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 131,Introduction to Robotics,Maria Kyrarini,4,T Th,10:20 AM,12:00 PM,Rm 214 Bergin Hall
CENG 121A,Geotechnical Engineering,Sukhmander Singh,3,Th,10:20 AM,12:00 PM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 131L,Introduction to Robotics Lab,Maria Kyrarini,1,F,2:15 PM,5:00 PM,
ELEN 151,Device Electronics for IC Design,,4,,,,
ELEN 151L,Device Electronics for IC Design Lab,,1,,,,
BIOE 157,Introduction to Biofuel Engineering,Maryam Mobed-Miremadi,2,M,5:10 PM,7:00 PM,
ELEN 162,Quantum & Parallel Algorithms,Aleksandar Zecevic,4,T Th,12:10 PM,1:50 PM,Rm 125 Heafey Hall
CENG 121AL,Geotechnical Engineering Laboratory,Sukhmander Singh,1,T,2:15 PM,5:00 PM,RM 1322 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 153,Digital Integrated Circuit Design,Mahmudur Rahman,4,T Th,10:20 AM,12:00 PM,
BIOE 161,Bioinstrumentation,Unyoung Kim,4,M W F,1:00 PM,2:05 PM,Rm 103 O'Connor Hall
ELEN 153L,Digital Integrated Circuit Design Lab,Mahmudur Rahman,1,Th,2:15 PM,5:00 PM,RM 4005 Sobrato Campus for Discovery and Innovation (STEM)
ELEN 153L,Digital Integrated Circuit Design Lab,Mahmudur Rahman,1,F,2:15 PM,5:00 PM,RM 4005 Sobrato Campus for Discovery and Innovation (STEM)
BIOE 161L,Bioinstrumentation Lab,Unyoung Kim,1,W,2:15 PM,5:00 PM,RM 4003 Sobrato Campus for Discovery and Innovation (STEM)
BIOE 161L,Bioinstrumentation Lab,Unyoung Kim,1,F,2:15 PM,5:00 PM,RM 4003 Sobrato Campus for Discovery and Innovation (STEM)
BIOE 170,Mechanical Signaling in Cells,,2,W,7:10 PM,9:00 PM,
MATH 8,Introduction to Statistics,Laurie Poe,4,M W F,8:00 AM,9:05 AM,Rm 105 O'Connor Hall
BIOE 171,Physiology and Anatomy for Engineers,Biao Lu,4,M W F,9:15 AM,10:20 AM,Commons Mclaughlin-Walsh Residence Hall
JAPN 1,Japanese Language and Culture I,Seiko Fujii,4,M W F,10:30 AM,11:35 AM,Rm 304 Kenna Hall
BIOE 171L,Physiology and Anatomy for Engineers Lab,Biao Lu,2-Jan,W,2:15 PM,5:00 PM,RM 2317 Sobrato Campus for Discovery and Innovation (STEM)
JAPN 1,Japanese Language and Culture I,Seiko Fujii,4,M W F,11:45 AM,12:50 PM,Rm 304 Kenna Hall
BIOE 175,Biomolecular and Cellular Engineering I,Eun Ju Park,4,T Th,10:20 AM,12:00 PM,Rm 105 Alameda hall
COEN 11L,Advanced Programming Laboratory,Silvia Figueira,1,W,2:15 PM,5:00 PM,Rm 203 Heafey Hall
JAPN 21,Japanese Language and Culture IV,Seiko Fujii,4,M W F,3:30 PM,4:35 PM,Rm 008 Casa Italiana Residence
PHIL 1A,Critical Thinking and Writing I,Madeline Cronin,4,T Th,12:10 PM,1:50 PM,Rm 210 Edward M. Dowd Art & Art History
BIOE 171L,Physiology and Anatomy for Engineers Lab,Biao Lu,1,M,2:15 PM,5:00 PM,RM 2317 Sobrato Campus for Discovery and Innovation (STEM)
JAPN 100,Oral Communication in Japanese,Tomoko Takeda,5,M W F,1:00 PM,2:05 PM,Rm 306 Kenna Hall
PHIL 1H,Critical Think and Write I: Honors,Robert Shanklin,4,M W F,1:00 PM,2:05 PM,Rm 122 Edward M. Dowd Art & Art History
SPAN 1,Introduction to Spanish and Spanish-Speaking Cultures 1,,4,M W F,9:15 AM,10:20 AM,Rm 008 Casa Italiana Residence
BIOE 175L,Biomolecular Engineering Lab,Eun Ju Park,1,M,2:15 PM,5:00 PM,RM 3307 Sobrato Campus for Discovery and Innovation (STEM)
BIOE 177A,Machine Learning and Applications in Biomedical Engineering,,2,T,5:10 PM,7:00 PM,Rm 201 Heafey Hall
PHIL 11A,Cultures and Ideas I (Personal Identity & Community),Jeffrey Steele,4,T Th,8:30 AM,10:10 AM,Rm 225 Heafey Hall
PHIL 11A,Cultures and Ideas I,,4,M W F,10:30 AM,11:35 AM,Rm 201 O'Connor Hall
PHIL 11A,Cultures and Ideas I,,4,M W F,9:15 AM,10:20 AM,Rm 201 O'Connor Hall
PHIL 11A,Cultures and Ideas I (Philosophy,Kimberly Dill,4,T Th,2:00 PM,3:40 PM,Rm 003 Casa Italiana Residence
PHIL 11A,Cultures and Ideas I (Philosophy,Kimberly Dill,4,T Th,12:10 PM,1:50 PM,Rm 003 Casa Italiana Residence
PHIL 11A,Cultures and Ideas I (Philosophy,Justin Clardy,4,T Th,8:30 AM,10:10 AM,Rm 209 O'Connor Hall
BIOE 179,Introduction to Neural Engineering,Eun Ju Park,2,W,5:10 PM,7:00 PM,
BIOE 181,Sampling Plans in Biomedical Engineering,Maryam Mobed-Miremadi,2,T,7:10 PM,9:00 PM,Rm 201 Heafey Hall
ECON 150,Labor Economics,William Sundstrom,5,T Th,10:20 AM,12:00 PM,Rm 129 Vari Hall
BIOE 194,Directed Research/Design Project,Prashanth Asuri,2,F,2:15 PM,3:15 PM,
PHIL 11H,Cultures and Ideas I - Honors (Personal Identity and Community),Jeffrey Steele,4,T Th,10:20 AM,12:00 PM,Rm 225 Heafey Hall
SPAN 1,Introduction to Spanish and Spanish-Speaking Cultures 1,,4,M W F,10:30 AM,11:35 AM,Rm 102 Alameda hall
PHIL 14,History of Western Philosophy: Classical and Medieval,Scott LaBarge,4,M W F,3:30 PM,4:35 PM,Rm 007 Casa Italiana Residence
SPAN 1,Introduction to Spanish and Spanish-Speaking Cultures 1,,4,M W F,11:45 AM,12:50 PM,Rm 007 Casa Italiana Residence
PHIL 18,Introduction to Formal Logic,,4,,,,
SPAN 1,Introduction to Spanish and Spanish-Speaking Cultures 1,Maria Bauluz,4,M W F,2:15 PM,3:20 PM,Rm 105 Alameda hall
PHIL 19,Knowledge and Reality,,4,,,,
PHIL 21,Introduction to Ethics,Philip Kain,4,M W F,2:15 PM,3:20 PM,Rm 111 Kenna Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,,4,M W F,8:00 AM,9:05 AM,Rm 231 Mayer Theatre
PHIL 22,Ethics in the Digital Age,Susan Kennedy,4,T Th,2:00 PM,3:40 PM,Rm 105 Kenna Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,,4,M W F,9:15 AM,10:20 AM,Rm 225 Heafey Hall
PHIL 22H,Ethics in the Digital Age-Honors,Susan Kennedy,4,T Th,10:20 AM,12:00 PM,Rm 008 Casa Italiana Residence
ECON 151,Economics of Education,Adrien Bouguen,5,T Th,2:00 PM,3:40 PM,Rm 210 Lucas Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,,4,M W F,10:30 AM,11:35 AM,Rm 225 Heafey Hall
PHIL 24,Ethics and Gender in Film,Erin Bradfield,4,M W F,2:15 PM,3:20 PM,Rm 308 Kenna Hall
PHIL 24,Ethics and Gender in Film,Erin Bradfield,4,M W F,1:00 PM,2:05 PM,Rm 308 Kenna Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,,4,M W F,11:45 AM,12:50 PM,Rm 225 Heafey Hall
PHIL 26,Ethics in Business,Robert Shanklin,4,M W F,2:15 PM,3:20 PM,Rm 208 Edward M. Dowd Art & Art History
ECON 173,Applied Econometrics,William Sundstrom,5,T Th,12:10 PM,1:50 PM,Rm 129 Vari Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,Kayce Davis,4,M W F,11:45 AM,12:50 PM,Rm 310 Kenna Hall
PHIL 27,Ethics in Health Care,Brian Buckley,4,M W F,1:00 PM,2:05 PM,Rm 310 Kenna Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,Arthur Strawbridge,4,M W F,1:00 PM,2:05 PM,Rm 225 Heafey Hall
PHIL 27,Ethics in Health Care,Brian Buckley,4,M W F,3:30 PM,4:35 PM,Rm 310 Kenna Hall
FNCE 128,Real Estate Finance,,5,T Th,3:50 PM,5:30 PM,Rm 135 Vari Hall
PHIL 29,Ethics and the Environment,Meilin Chinn,4,T Th,10:20 AM,12:00 PM,Rm 105 Kenna Hall
PHIL 30,Ethics and the Law,Lawrence Nelson,4,M W F,3:30 PM,4:35 PM,Rm 304 Kenna Hall
COEN 10L,Introduction to Programming Laboratory,Angela Musurlian,1,T,2:15 PM,5:00 PM,Rm 203 Heafey Hall
COEN 10L,Introduction to Programming Laboratory,Angela Musurlian,1,T,9:15 AM,12:00 PM,Rm 203 Heafey Hall
COEN 10L,Introduction to Programming Laboratory,Angela Musurlian,1,M,5:15 PM,8:00 PM,Rm 203 Heafey Hall
COEN 10L,Introduction to Programming Laboratory,Angela Musurlian,1,M,2:15 PM,5:00 PM,Rm 203 Heafey Hall
PHIL 32,Neuroethics,Erick Ramirez,4,M W F,3:30 PM,4:35 PM,Rm 212 Kenna Hall
PHIL 33,Ethics and Race,Justin Clardy,4,T Th,10:20 AM,12:00 PM,Rm 109 O'Connor Hall
PHIL 42,Faith and Reason,Eric Yang,4,M W F,8:00 AM,9:05 AM,Rm 007 Casa Italiana Residence
PHIL 118,Ethics and Constitutional Law,Lawrence Nelson,5,M W F,1:00 PM,2:05 PM,Rm 218 Kenna Hall
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,Arthur Strawbridge,4,M W F,2:15 PM,3:20 PM,Rm 225 Heafey Hall
PHIL 128,Metaethics,,5,,,,
PHIL 161,Philosophy of Emotions,,5,,,,
PHIL 176,Buddhist Philosophy,Meilin Chinn,5,T Th,2:00 PM,3:40 PM,Rm 225 Heafey Hall
PHSC 1,Introduction to Public Health,Michele Parker,4,M W F,9:15 AM,10:20 AM,RM 3302 Sobrato Campus for Discovery and Innovation (STEM)
PHSC 2,The American Health System,Sheila Yuter,4,M W,5:25 PM,7:10 PM,
SPAN 2,Introduction to Spanish and Spanish-Speaking Cultures 2,Kayce Davis,4,M W F,3:30 PM,4:35 PM,Rm 214 Kenna Hall
PHSC 3,Introduction to Community Health,Jamie Chang,4,M W F,10:30 AM,11:35 AM,Rm 109 Kenna Hall
SPAN 3,Introduction to Spanish and Spanish-Speaking Cultures 3,Abel Cruz Flores,4,M W F,8:00 AM,9:05 AM,Rm 231 Aloysius Varsi Hall
PHSC 50,Biostats for Public Health,Alice Villatoro,4,T Th,8:30 AM,10:10 AM,Rm 308 Kenna Hall
SPAN 3,Introduction to Spanish and Spanish-Speaking Cultures 3,Maria Bauluz,4,M W F,3:30 PM,4:35 PM,Rm 105 Alameda hall
PHSC 125,Race,Jamie Chang,5,M W F,11:45 AM,12:50 PM,Rm 109 Kenna Hall
FNCE 134,Fixed Income Securities,Manish Tewari,5,M W F,10:30 AM,11:35 AM,Rm 207 Lucas Hall
SPAN 21,Crossing Boundaries (Intermediate),,4,M W F,10:30 AM,11:35 AM,
PHSC 139,Experiential Learning for Public Health,Sarah Hays,2,M,5:40 PM,7:20 PM,
SPAN 21A,News and Culture: Hispanic World,Kayce Davis,4,M W F,2:15 PM,3:20 PM,Rm 214 Kenna Hall
PHSC 150,Evidence-Based Public Health,Michele Parker,5,M W F,11:45 AM,12:50 PM,Rm 111 Kenna Hall
SPAN 21A,News and Culture: Hispanic World,,4,,,,
PHSC 190,Public Health Capstone,Alice Villatoro,5,T Th,2:00 PM,3:40 PM,Rm 110 O'Connor Hall
SPAN 22A,Gender,Ariel Schindewolf,4,T Th,10:20 AM,12:00 PM,Rm 304 Kenna Hall
ENVS 5,My Environment,,5,,,,
ENVS 5,My Environment,,5,,,,
ENVS 5,My Environment,,5,,,,
ENVS 5,My Environment,,5,F,12:15 PM,3:00 PM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
